Id,Triple,Label
75042,28350 poll1title 32441,0
75043,30036 north 30043,1
75044,21661 seats4Title 10120,0
75045,2773 coach 1526,1
75046,34590 coachteamb 7677,1
75047,23416 host 23418,1
75048,39770 fedgov 24079,0
75049,13012 mpParty 18357,0
75050,8823 bishop 8824,1
75051,17209 north 16237,0
75052,6097 mostSuccessfulClub 35153,0
75053,5298 monarch 30044,0
75054,26119 bench1C 26505,1
75055,37521 trainer 35940,1
75056,9156 votingSystem 31032,0
75057,10860 unitaryScotland 3755,1
75058,17507 national 13764,0
75059,9505 fedgov 29623,1
75060,17908 northeast 17912,1
75061,1521 aircraftFighter 10786,0
75062,8037 image 13492,0
75063,26675 variantsWithTheirOwnArticles 16300,1
75064,18358 next 34043,1
75065,23433 bowl 23410,1
75066,21360 recruit 21362,1
75067,12321 bordering 8967,1
75068,3529 captain 32692,0
75069,3944 blank4NameSec 3960,1
75070,26770 issuingAuthority 25705,0
75071,28893 resides 3788,0
75072,32377 houses 16657,0
75073,30363 movement 30364,1
75074,23410 homeConference 12782,1
75075,1620 beforeElection 1622,1
75076,37204 unitaryWales 5710,1
75077,27290 repteam 3696,1
75078,22046 coach 28374,1
75079,29933 deputy 38562,1
75080,43956 age 25520,0
75081,766 third 32971,0
75082,5912 nearSw 5924,1
75083,31410 teamb 14715,1
75084,42967 architect 35932,0
75085,39239 gpTeams 855,1
75086,43497 continentalcup 43499,1
75087,43591 primemover 5792,0
75088,29558 commander 14025,0
75089,39762 nominee 39764,1
75090,4014 establishedEvent 4016,1
75091,7340 religiousAffiliation 14723,0
75092,81 wp 94,1
75093,7837 thirdDriver 30035,0
75094,3459 garrison 16790,0
75095,34949 unrankedClassis 26842,0
75096,22840 host 22843,1
75097,9952 application 35513,0
75098,38287 timezone1Dst 8405,1
75099,35552 story 35554,1
75100,4206 north 4200,1
75101,5612 stategov 5261,0
75102,32128 alongside 32130,1
75103,843 unit 23960,0
75104,7096 relatives 18409,0
75105,19634 lieutenant 19636,1
75106,9367 bench1Pg 9381,1
75107,20717 leaderName 20825,0
75108,4450 finalfourarena 3226,0
75109,19854 visitorCoach 22528,0
75110,25311 north 22447,1
75111,2408 subphylum 2409,1
75112,12208 hubs 12209,1
75113,14237 hqLocation 29282,0
75114,15902 shireDistrict 15903,1
75115,19774 lcm 30661,1
75116,12747 formerTeams 12749,1
75117,35021 teamb 27393,1
75118,22627 seats3Title 13104,0
75119,6772 currentStadium 13983,0
75120,6693 sovereigntyType 24450,1
75121,21844 skip 39033,0
75122,21577 offCoach 21403,0
75123,17931 radio 39608,0
75124,37584 partof 22653,0
75125,9324 series 21606,0
75126,15101 languages 17307,1
75127,22124 vicepresident 29317,0
75128,25235 debutteam 29493,0
75129,17667 issue 23237,1
75130,13877 succession 22288,0
75131,42796 civilParish 35331,0
75132,26284 sponsors 26290,1
75133,13278 lga 14593,0
75134,20618 mother 37145,0
75135,17544 honorificPrefix 780,1
75136,7457 reportsTo 24189,1
75137,39959 material 42410,0
75138,37982 department 37984,1
75139,13301 civilParish 13302,1
75140,4689 playerTeam 34458,0
75141,12349 broadcastArea 33596,0
75142,21091 constituencyScottishParliament 16151,1
75143,10127 colour 1292,1
75144,42730 dedication 42732,1
75145,20896 conference 40055,0
75146,11392 points 26438,0
75147,15937 debutopponent 1540,0
75148,24799 firstDriver 24804,1
75149,762 bowlname 12990,1
75150,13200 gamename 33189,0
75151,18448 mop 28272,1
75152,5057 south 14169,0
75153,42620 west 15176,0
75154,24583 burialPlace 24590,1
75155,16357 minister1Name 14340,1
75156,36549 primeminister 352,1
75157,13171 biome 11692,1
75158,40107 altcaptain 2586,0
75159,19575 allegiance 310,1
75160,17635 chairman 35341,0
75161,38915 side 14375,0
75162,36467 northwest 23830,0
75163,3241 generalManager 35135,1
75164,17016 nearNw 15163,0
75165,36241 firstDriver 33595,0
75166,27098 affiliation 15109,0
75167,4344 historicSeat 19483,0
75168,36108 thirdRound 21437,1
75169,10861 southwest 4765,0
75170,42764 rd4Team 42790,1
75171,4929 statlabel 4930,1
75172,41893 bowl 24842,1
75173,29048 fcl 14687,1
75174,21376 minister 21377,1
75175,14893 archdeacons 39400,0
75176,8747 hostCity 15865,0
75177,9993 shipType 11769,0
75178,40532 discipline 3316,0
75179,15820 organisation 15822,1
75180,28141 honorificPrefix 418,1
75181,1609 mostSuccessfulClub 31604,1
75182,9419 combatant 38607,0
75183,12089 offCoach 12326,1
75184,26055 champions 41728,1
75185,36938 rd1t7Loc 15016,1
75186,23666 mvpteam 30761,0
75187,28255 chief1position 28257,1
75188,32315 ranks 15551,0
75189,37427 languages 42123,0
75190,14832 allegiance 312,1
75191,20371 starterC 33085,0
75192,39824 bowl 17398,1
75193,4381 keyPeople 13696,0
75194,3947 asstCoach 21007,0
75195,3855 stategov 18785,0
75196,39939 nearE 40333,0
75197,16571 lastagainst 30816,0
75198,22282 mff 30030,1
75199,17511 allegiance 312,1
75200,1546 currentConference 36975,1
75201,12198 mostSuccessfulClub 19403,0
75202,28077 mpParty 10279,1
75203,32454 visitor 27575,0
75204,27449 relegated 22852,0
75205,22212 playerTeam 22178,0
75206,33357 asstCoach 33423,1
75207,18277 founder 17079,1
75208,20283 rite 20289,1
75209,5187 week 5010,0
75210,6168 postseason 36164,0
75211,35364 minister 35368,1
75212,10283 deputy 10282,1
75213,22219 leaderName 22222,1
75214,22401 nearNe 22408,1
75215,6534 arena 27553,0
75216,34137 neighboringMunicipalities 17869,0
75217,35914 goalie 35917,1
75218,43825 constituency 16688,0
75219,40407 mvp 6894,0
75220,42063 neighboringMunicipalities 5431,0
75221,8296 diocese 8300,1
75222,19146 homeState 18074,0
75223,14929 script 38371,1
75224,3897 north 35743,1
75225,32507 mp 42290,1
75226,22442 other 167,1
75227,27456 prev 37306,0
75228,42397 west 13874,0
75229,26997 route 26999,1
75230,27059 goalie 32753,0
75231,4848 bench2C 36361,0
75232,19497 w 40310,0
75233,37469 visitorCoach 39427,1
75234,31566 motm 17277,0
75235,31975 se 37724,1
75236,2998 healthcare 1843,0
75237,24330 iptvServ 29935,0
75238,21270 south 21274,1
75239,31596 presenter 33876,1
75240,43509 langs 36567,0
75241,22291 conference 38422,1
75242,43242 chairman 3380,0
75243,1246 recruit 1795,1
75244,1244 bowl 10922,0
75245,13811 identificationSymbol2Label 13813,1
75246,31885 blankNameSec 42541,0
75247,40542 data 3989,1
75248,9513 allegiance 310,1
75249,30650 television 30653,1
75250,11476 mfff 7907,0
75251,7249 southwest 5576,0
75252,9659 asstCoach 10234,1
75253,29925 source1Location 12235,1
75254,3361 symbol 28959,0
75255,26119 starterPg 26492,1
75256,2111 topGoalScorer 23726,0
75257,2368 positionOrQuorum 2369,1
75258,7420 governmentType 32377,0
75259,21489 comp 4219,0
75260,9220 leaderName 26738,1
75261,40523 intercommunality 20986,0
75262,37256 mother 8330,0
75263,9436 aircraftTransport 9438,1
75264,37705 bowlResult 28317,1
75265,37446 coach 24525,1
75266,35828 runningMate 35829,1
75267,34594 role 11972,0
75268,36782 minister 36831,1
75269,18483 homeCoach 359,1
75270,20734 parents 23307,1
75271,25536 conference 27525,0
75272,1577 hostCity 3479,0
75273,40888 range 37127,1
75274,32944 meetingPlace 23256,0
75275,7749 afterElection 8310,0
75276,18919 topGoals 18920,1
75277,20988 constell 6420,1
75278,37855 continentalcup2Qualifiers 31821,0
75279,42397 north 42398,1
75280,31671 topGoalScorer 33586,0
75281,10240 notableCommanders 10239,1
75282,20069 class 26653,1
75283,17357 tenants 17358,1
75284,12251 preceded 25170,0
75285,24685 seats1Title 39277,0
75286,34176 garrison 27231,0
75287,4196 postseason 20744,0
75288,7355 european 4461,1
75289,34474 discoverySite 30255,0
75290,37631 nearSw 38052,1
75291,37035 statlabel 16257,0
75292,16822 prevSeries 16826,1
75293,5937 association 158,1
75294,3566 meetingPlace 3567,1
75295,9962 west 8867,0
75296,2583 progression 194,0
75297,33726 nearNw 33730,1
75298,17795 commandStructure 17802,1
75299,25666 formerNllTeams 3408,0
75300,22358 beforeElection 13495,0
75301,23302 runnerup 4605,1
75302,13194 county 751,1
75303,3978 parentAgency 3979,1
75304,499 ethnicity 8772,0
75305,15880 thirdRider 15885,1
75306,43591 cylindercount 43592,1
75307,32305 teamb 1897,0
75308,33354 draftTeam 33399,0
75309,12292 northwest 32528,0
75310,42730 dedication 25254,0
75311,21016 preceded 15636,0
75312,12000 alliedClans 12001,1
75313,3840 stategov 22694,1
75314,20791 e 37340,0
75315,38090 garrison 6859,0
75316,4740 coach 10403,0
75317,5254 week 39824,0
75318,26256 conference 7415,1
75319,112 playerPositions 7119,0
75320,6060 poll 1436,1
75321,29461 silver 29463,1
75322,42508 level 569,0
75323,15692 playerTeam 4438,1
75324,12093 breeder 39390,0
75325,38033 homepasser 3813,0
75326,14319 commander 14321,1
75327,7743 higher 19100,1
75328,41744 chairman 9887,0
75329,10285 national 30390,1
75330,42947 organization 1518,0
75331,16183 prevSeries 16185,1
75332,7426 officialLanguages 10800,0
75333,20573 draftTeam 11608,0
75334,8064 shireCounty 2961,1
75335,30146 arena 18912,1
75336,5752 subdivision 30649,0
75337,33036 company 25723,0
75338,1345 south 23802,1
75339,42549 mother 30152,0
75340,11969 reason 15644,0
75341,6795 topscorer 25244,1
75342,6226 institution 25993,1
75343,8807 department 16833,0
75344,9508 countryAdminDivisions 2164,0
75345,9409 history 37051,0
75346,16535 conference 124,1
75347,13484 currentHead 42537,1
75348,35964 countryAdminDivisions 38784,0
75349,14037 cteam 14039,1
75350,40731 nearN 40742,1
75351,36789 goldstars 36791,1
75352,4150 foundation 4222,1
75353,21373 areaCodeType 21374,1
75354,11437 text 11438,1
75355,7777 intercommunality 5530,0
75356,13919 commander 13924,1
75357,4583 replacedNames 5354,1
75358,41449 classes 41450,1
75359,28370 discharge2Location 19271,0
75360,19504 alliance 19508,1
75361,6667 doctoralStudents 27019,0
75362,13693 goalie 37436,0
75363,19656 areaServed 778,1
75364,1690 prilithology 12155,0
75365,9005 nearNe 22065,0
75366,9120 subsid 9171,1
75367,7027 vpState 23570,0
75368,23278 offCoach 23284,1
75369,26311 locationCity 35612,0
75370,16130 commandStructure 15756,0
75371,3340 fightsong 32273,0
75372,6462 script 1262,1
75373,3892 southeast 3883,1
75374,43763 caption 34802,0
75375,16568 runnerUp 7196,1
75376,30893 usAnnouncers 17592,1
75377,4370 playerTeam 9569,0
75378,35443 district 10179,0
75379,37830 visitorCoach 28542,0
75380,22538 continentalcup 22544,1
75381,18889 next 27457,0
75382,35713 post 35116,1
75383,35461 debutagainst 31049,1
75384,14545 ruCoachclubs 14546,1
75385,42676 leagueTopscorer 42678,1
75386,27975 populationBlank 28213,1
75387,7958 mouthLocation 33331,0
75388,41930 creator 41931,1
75389,1103 south 1095,1
75390,17962 secondDriver 36243,0
75391,23746 side 14376,0
75392,41461 iptvServ 8476,0
75393,27862 commandStructure 4395,0
75394,40500 workInstitutions 13457,0
75395,41092 aux 18806,0
75396,2654 southwest 1691,0
75397,14335 team(s)_ 5838,0
75398,12885 meetingPlace 12891,1
75399,42635 lyrics 29186,0
75400,19063 round 32179,0
75401,25718 architect 29893,1
75402,13249 lieutenantGovernor 11124,1
75403,2946 mfff 22518,0
75404,683 west 6797,0
75405,19399 nearSe 19398,1
75406,20569 owners 37925,1
75407,42042 radio 38396,1
75408,29105 affiliation 14208,1
75409,9856 primeminister 16364,0
75410,14703 confed 1605,1
75411,20239 semifinal 13785,0
75412,1489 role 362,0
75413,19651 goalie 18876,1
75414,39486 week 39826,0
75415,13349 southeast 13350,1
75416,9203 tradedAs 6356,0
75417,12277 nearNw 30528,1
75418,5829 attributes 5837,1
75419,38846 family 29558,0
75420,29 offScheme 30,1
75421,41333 honorificSuffix 23873,0
75422,36399 range 6312,1
75423,32684 locationCountry 12191,0
75424,18261 bowlname 19720,0
75425,16660 aircraftTrainer 28693,0
75426,18919 coach 18921,1
75427,40656 gamename 40658,1
75428,6059 lcb 36486,0
75429,40018 coach 40026,1
75430,31242 seasonTopscorer 31243,1
75431,42123 actsAmended 42122,1
75432,13383 nearE 13382,1
75433,42266 road 32737,0
75434,24063 stategov 3859,0
75435,23911 neighboringMunicipalities 34579,0
75436,34063 tributariesRight 39292,0
75437,15598 unitaryWales 43863,0
75438,5664 subdivisionRanks 1827,0
75439,37628 nearE 1360,0
75440,7894 variable 10965,0
75441,6072 range 6074,1
75442,42651 bowlname 19718,0
75443,28124 west 34988,0
75444,42122 amendments 42123,1
75445,1124 south 10894,0
75446,20236 southwest 25585,0
75447,18135 arena 18705,0
75448,5581 mascotdisplay 5582,1
75449,11049 week 24118,0
75450,7777 buildingType 23386,0
75451,3796 otherTopics 28818,0
75452,42638 replaced 42927,0
75453,9862 mop 39482,1
75454,7903 nearNw 639,1
75455,14457 incumbent 14462,1
75456,33584 blankInfoSec 42649,0
75457,8610 areaCodeType 28962,0
75458,35641 seat 31019,0
75459,22582 homeConference 126,1
75460,39678 gamename 12740,0
75461,37564 cteam 37566,1
75462,30802 playerTeam 29823,1
75463,8975 wars 8977,1
75464,13838 stategov 2196,1
75465,22805 poll1title 22123,0
75466,33248 northwest 32565,0
75467,1534 formerTeams 13872,1
75468,34050 next 34053,1
75469,13095 seat 10034,0
75470,32546 intercommunality 32547,1
75471,20462 beatifiedPlace 7373,1
75472,2154 archipelago 2156,1
75473,43466 strokes 26415,0
75474,3081 allLocations 13970,1
75475,22934 northwest 22993,0
75476,7313 languages 7318,1
75477,11368 hometown 38857,0
75478,7470 west 19369,0
75479,4661 federalSubject 16942,0
75480,3581 downstream 3583,1
75481,30963 rd3Team 30971,1
75482,41604 academicAffiliations 38766,0
75483,24520 agency 14708,0
75484,39222 children 32811,0
75485,21492 famousPract 37485,0
75486,4016 capital 14564,1
75487,16639 org 36016,0
75488,43743 nearS 43742,1
75489,13315 nearSe 39578,0
75490,10417 knownFor 10418,1
75491,12983 units 13646,0
75492,5417 tvannouncers 6253,1
75493,18233 mp 18232,1
75494,41422 similar 41426,1
75495,33219 nearNe 117,0
75496,11952 cteam 30700,0
75497,16731 competition 16733,1
75498,18414 famousPract 21983,1
75499,25046 doctoralAdvisor 27773,0
75500,20248 gold 36440,0
75501,38695 leagueTopscorer 38696,1
75502,8508 intercommunality 8516,1
75503,12540 founder 2089,0
75504,23433 hometown 24012,1
75505,14443 nearNw 13229,0
75506,42643 winners 4119,0
75507,25919 taxDomain 22066,0
75508,33581 longestWinless 17965,0
75509,13175 visitorCoach 22106,0
75510,22067 continentalcup2Qualifiers 22073,1
75511,19116 commands 131,0
75512,15964 composer 26203,0
75513,1719 listing 33919,0
75514,23485 nominator 36613,0
75515,35483 mfmf 30199,1
75516,19771 teamsInvolved 16306,0
75517,22671 consecratedBy 22673,1
75518,33457 stadsurface 14627,0
75519,8538 southwest 22934,1
75520,21584 primeminister 21585,1
75521,43183 constituencyMp 37947,0
75522,7310 baseballfield 9770,0
75523,42026 labels 20523,0
75524,28347 languages 2378,0
75525,17940 hometown 20583,0
75526,26218 bowl 2014,1
75527,39229 parlName 13837,1
75528,4619 variantsWithTheirOwnArticles 12527,0
75529,7608 beforeElection 780,0
75530,10919 northeast 23863,0
75531,9418 units 20093,1
75532,40675 alongside 38402,0
75533,8827 track 8829,1
75534,9330 recorded 10062,0
75535,20086 minister 20085,1
75536,31171 conference 326,0
75537,38885 indivhonour 38887,1
75538,5473 semifinal 40975,1
75539,42798 postseason 2764,0
75540,38153 issue 38548,0
75541,27466 week 27422,1
75542,38361 honorificPrefix 24413,0
75543,11615 lieutenantGovernor 12058,1
75544,29127 visitorCoach 21765,0
75545,35555 governingBody 15343,0
75546,9654 postseason 3403,1
75547,4441 imageCaption 14978,0
75548,29395 post2followed 13162,1
75549,7659 developedFrom 7658,1
75550,18014 bowlname 18012,1
75551,43605 mop 38817,0
75552,35786 nearSe 35792,1
75553,31532 leagueTopscorer 37008,0
75554,29279 player 29278,1
75555,16211 seasonTopscorer 16212,1
75556,35552 category 38636,0
75557,5880 locationCity 29437,0
75558,14020 neighboringMunicipalities 11269,0
75559,25257 grandsire 16654,1
75560,9736 association 9738,1
75561,43387 mp 20351,0
75562,42499 north 35743,0
75563,18599 style 15800,0
75564,7457 insigniacaption 24187,1
75565,43326 organization 14408,0
75566,7011 seats4Title 7018,1
75567,795 leadersSeat 30272,0
75568,39814 meetingPlace 30016,0
75569,27156 relations 36376,1
75570,43060 cause 15097,0
75571,39509 keyPeople 43048,0
75572,37010 round 1841,1
75573,42378 nearE 42379,1
75574,30608 blankData 11358,0
75575,7457 inaugural 25317,0
75576,12888 subphylum 4129,0
75577,13715 class 13716,1
75578,7567 eng1Name 12942,1
75579,38757 namedFor 39502,1
75580,12683 competition 29860,0
75581,6007 captain 6008,1
75582,17887 cup2Result 16831,1
75583,36847 lawsapplied 36848,1
75584,29779 hostCity 6146,1
75585,5101 bowlname 7198,1
75586,14444 nearSw 5921,1
75587,4689 bowlname 4687,1
75588,28143 nearN 30584,0
75589,38185 commands 38186,1
75590,24323 sisterNames 32406,1
75591,15389 fff 11486,0
75592,7585 seat 21296,1
75593,22852 composer 38912,0
75594,31272 demographics1Title 15499,1
75595,15759 combatant 37153,0
75596,42037 television 15479,1
75597,7141 nominee 28766,0
75598,15048 chronology 15050,1
75599,6978 bowlname 5237,1
75600,9011 fedgov 9157,1
75601,23302 semifinal 832,1
75602,32899 other 167,1
75603,23892 post 23893,1
75604,25453 curlingClub 24675,0
75605,4019 related 34333,1
75606,26449 presenter 29897,0
75607,24999 majorwins 43804,1
75608,38483 mvp 38486,1
75609,37178 southwest 13273,1
75610,22738 child3agency 22732,1
75611,4608 nominee 3643,0
75612,40408 visitorCoach 19802,0
75613,27484 sire 27488,1
75614,18371 arena 1751,0
75615,762 bowlname 21837,0
75616,37261 mp 13460,0
75617,10272 leaderName 10273,1
75618,5780 n 16284,0
75619,40938 repteam 27912,0
75620,22593 continentalcup 16735,1
75621,20552 relegated 16265,0
75622,29853 leaderName 23387,1
75623,30064 hometown 6851,0
75624,5938 nearNw 5940,1
75625,30064 hometown 6432,1
75626,78 bowlname 4515,0
75627,42187 gamename 20974,0
75628,505 related 14320,1
75629,14136 leaderName 3306,0
75630,2295 homeCoach 28017,1
75631,4282 broadcastArea 3907,0
75632,43720 runnerUp 10996,0
75633,39353 gamename 14276,0
75634,6789 coach 4607,0
75635,7151 bowlname 7149,1
75636,2495 mop 2497,1
75637,41202 constituency 19939,1
75638,7153 umpires 7155,1
75639,5921 nearE 35101,0
75640,21983 weightClass 18515,1
75641,2527 subdivision 3191,0
75642,27744 continentalcup 2228,0
75643,6809 operatingSystem 12837,0
75644,5938 nearW 20046,0
75645,34867 appointer 28259,0
75646,16223 north 16220,1
75647,42231 screenplay 42232,1
75648,14025 gm 15583,0
75649,16654 ffff 17628,0
75650,23433 poll2title 23422,1
75651,11433 postseason 6397,1
75652,13390 nearW 810,0
75653,9856 reportsTo 30101,0
75654,40849 television 40486,0
75655,28985 officeholder 21812,1
75656,2143 bowlname 9061,1
75657,10732 east 30113,1
75658,8695 voice 7152,0
75659,31179 languages 19595,0
75660,38242 council 38244,1
75661,35470 employer 35471,1
75662,32170 locationCity 15513,1
75663,6643 editor 33484,0
75664,9190 rd2t1Loc 9192,1
75665,41104 beforeElection 26647,0
75666,29376 captain 29378,1
75667,23298 mvp 23299,1
75668,1477 northwest 1475,1
75669,33937 openedBy 36492,0
75670,14598 rels 14600,1
75671,4155 relatives 42357,1
75672,10683 semifinal 30244,0
75673,36837 presentHolder 3353,0
75674,21933 subsid 32451,0
75675,43861 1blankname 25399,0
75676,8547 subphylum 4129,0
75677,20832 commander 20833,1
75678,41338 center 41340,1
